ADM2_EN,date,temperature_2m,temperature_2m_max,temperature_2m_min,total_precipitation_sum
Buruku,2024-05-02,304.6950588,309.4448742,300.9598222,0.0003029
Buruku,2024-05-03,303.9953463,309.1301378,300.6627523,0.0002267
Buruku,2024-05-04,304.6063665,309.6614387,300.1073014,2.61e-05
Buruku,2024-05-05,305.200748,311.132256,300.581101,0.0006919
Buruku,2024-05-06,305.0805553,311.3885212,301.3455291,0.0026668
Burutu,2024-05-01,301.3447738,303.9870502,300.4252406,0.0151866
Burutu,2024-05-02,300.782671,302.971944,298.9796809,0.0102057
Burutu,2024-05-03,300.4586278,302.0981327,298.9925526,0.0052199
Burutu,2024-05-04,300.9369881,304.5143186,299.0570136,0.0076313
Burutu,2024-05-05,301.6220624,305.0128347,299.2117238,0.0032406
Burutu,2024-05-06,301.2482925,304.0402989,299.7101838,0.0075148
Bwari,2024-05-01,303.0498156,307.1990481,299.5687082,0.0011589
Bwari,2024-05-02,301.7399622,306.3358735,298.5648484,0.0026077
Bwari,2024-05-03,301.1845238,304.6578585,298.3153198,1.28e-05
Bwari,2024-05-04,302.3917235,307.0040192,298.4984414,0.0003464
Bwari,2024-05-05,302.4842427,307.0340472,298.6778083,0.0004236
Bwari,2024-05-06,302.5974011,307.5451691,298.3682133,0.0001923
Calabar-Municipal,2024-05-01,300.9108495,305.4630353,298.1829241,0.0130245
Calabar-Municipal,2024-05-02,300.2468135,304.2029947,298.735536,0.0114311
Calabar-Municipal,2024-05-03,299.6241158,302.0846008,298.1515783,0.010205
Calabar-Municipal,2024-05-04,300.953142,303.7441208,298.596604,0.0008802
Calabar-Municipal,2024-05-05,301.150444,304.7516223,298.3055461,0.0075228
Calabar-Municipal,2024-05-06,301.0817545,304.251998,298.7345394,0.0084412
Calabar South,2024-05-01,300.9573977,305.0618891,298.2247865,0.0194163
Calabar South,2024-05-02,300.3273294,303.6939111,298.5186088,0.0120577
Calabar South,2024-05-03,299.7646587,301.9486899,298.0887617,0.0153765
Calabar South,2024-05-04,301.2750101,303.7194988,299.0459083,0.0008707
Calabar South,2024-05-05,301.4560568,304.2902814,298.8402221,0.0059438
Calabar South,2024-05-06,301.2450548,303.9210155,299.0541736,0.0070998
Chanchaga,2024-05-01,306.3136558,310.3944682,302.0971961,6.9687907e-06
Chanchaga,2024-05-02,305.199693,309.4061098,301.606761,0.0003015
Chanchaga,2024-05-03,304.9736471,309.3814256,301.3314108,8.228563e-07
Chanchaga,2024-05-04,305.7777253,310.3627972,301.3264582,4.75e-05
Chanchaga,2024-05-05,305.742508,310.6252507,301.4070926,0.0001615
Chanchaga,2024-05-06,305.6294111,310.5007162,301.3109782,6.5e-05
Charanchi,2024-05-01,306.7233349,313.8279791,297.5433261,8.5234632e-07
Charanchi,2024-05-02,306.4842696,312.7167787,300.5432459,8.5234632e-07
Charanchi,2024-05-03,306.3145296,312.3648344,300.5587607,0
Charanchi,2024-05-04,306.7041586,312.8483782,300.5636821,1.2814998e-06
Charanchi,2024-05-05,306.7100753,313.3834645,299.8782185,8.7022784e-07
Charanchi,2024-05-06,306.1460451,312.236398,300.0993151,2.16e-05
Chibok,2024-05-01,308.7733401,315.1025849,301.9001788,8.5234632e-07
Chibok,2024-05-02,308.1895545,314.3134299,301.0876499,8.5234632e-07
Chibok,2024-05-03,308.262099,313.6490226,303.3394425,8.8763289e-07
Chibok,2024-05-04,307.8667814,313.6525864,301.6007184,4.889199e-06
Chibok,2024-05-05,307.9370205,313.6456832,302.576387,2.26e-05
Chibok,2024-05-06,307.5356572,313.0062699,302.4965014,0.0013431
Chikun,2024-05-01,303.7437724,308.5822328,299.8554362,0.0012165
Chikun,2024-05-02,302.5729026,307.5133992,299.4534925,0.0021108
Chikun,2024-05-03,302.6081219,307.1666768,298.8630309,1.5022575e-06
Chikun,2024-05-04,303.3802098,308.5756891,298.9439485,0.000171
Chikun,2024-05-05,303.4206317,308.725736,299.2949797,0.0002466
Chikun,2024-05-06,302.4591563,308.8055287,298.8981901,0.005599
Dala,2024-05-01,305.3365327,313.2587918,295.7417797,8.5234632e-07
Dala,2024-05-02,306.2603255,312.9331741,300.3631368,1.75e-05
Dala,2024-05-03,306.0838619,312.8773059,299.8952066,0
Dala,2024-05-04,306.3995375,313.1005114,299.6147669,1.2814998e-06
Dala,2024-05-05,307.1511646,314.5919681,300.0059416,8.7022784e-07
Dala,2024-05-06,306.6115137,313.3084869,299.8225561,0
Damaturu,2024-05-01,308.670082,315.0496304,301.6903664,8.5234632e-07
Damaturu,2024-05-02,307.7232659,314.4938502,299.5780679,8.5234632e-07
Damaturu,2024-05-03,307.0438774,313.8226644,300.4158984,0
Damaturu,2024-05-04,307.6158256,313.7294821,301.5915389,1.2814998e-06
Damaturu,2024-05-05,307.8974794,313.7203159,301.5331117,1.2e-05
Damaturu,2024-05-06,307.7303901,313.1467834,302.2384457,3.01e-05
Damban,2024-05-01,308.5433457,314.3995079,302.7103389,8.570252e-07
Damban,2024-05-02,307.192152,314.3590996,300.573559,8.5234632e-07
Damban,2024-05-03,306.4558918,313.008882,300.0477512,0
Damban,2024-05-04,306.7319067,313.1150966,300.410395,1.2814998e-06
Damban,2024-05-05,307.2106872,313.4222143,300.6444039,1.0780473e-06
Damban,2024-05-06,306.9640694,313.0240373,301.3282001,1.27e-05
Dambatta,2024-05-01,307.3618447,314.6902962,298.0952283,8.5234632e-07
Dambatta,2024-05-02,307.1988857,314.611319,300.0123366,8.5234632e-07
Dambatta,2024-05-03,306.7311697,313.3352407,300.1128226,0
Dambatta,2024-05-04,307.0611801,314.097701,300.0852598,1.2814998e-06
Dambatta,2024-05-05,307.6675824,315.1675777,299.7242926,8.7022784e-07
Dambatta,2024-05-06,307.5063999,314.135301,300.4603382,1.6695619e-08
Damboa,2024-05-01,309.2757416,315.662813,302.4448001,8.5234632e-07
Damboa,2024-05-02,308.6628254,314.8310836,301.8209312,8.5234632e-07
Damboa,2024-05-03,308.5661621,314.1302401,303.4245471,6.8533418e-07
Damboa,2024-05-04,308.2707795,313.9867716,302.2382136,1.06e-05
Damboa,2024-05-05,308.4573978,314.0854128,302.8882104,1.61e-05
Damboa,2024-05-06,308.0219959,313.3051642,302.8585019,0.0001716
Dan Musa,2024-05-01,304.9425565,312.5297541,296.0096752,8.6533961e-06
Dan Musa,2024-05-02,305.8387932,311.587431,300.5703546,1.5422458e-06
Dan Musa,2024-05-03,305.6261104,311.175756,300.3875846,0
Dan Musa,2024-05-04,305.970852,311.9503042,299.7134944,1.2814998e-06
Dan Musa,2024-05-05,306.1181841,312.6937163,299.5689798,8.7022784e-07
Dan Musa,2024-05-06,305.2630202,311.7432727,299.6263058,0.0002265
Dandi,2024-05-01,308.8849607,315.3509036,302.1723619,8.5234632e-07
Dandi,2024-05-02,307.5590701,312.0417922,303.3916715,0.0012271
Dandi,2024-05-03,308.2748216,313.9128214,302.9054043,8.0171601e-06
Dandi,2024-05-04,309.0379531,314.9700065,303.4355613,1.2814998e-06
Dandi,2024-05-05,309.3773096,315.2711839,303.5585938,9.0914972e-07
Dandi,2024-05-06,308.2102431,314.4888021,301.5047573,0.0047244
Dandume,2024-05-01,303.933893,310.4630747,298.7308454,8.25e-05
Dandume,2024-05-02,303.9417684,309.7138671,299.5854564,8.81e-05
Dandume,2024-05-03,303.9431288,309.4227832,299.1280461,0
Dandume,2024-05-04,304.295209,310.3642124,298.7932348,1.6299846e-06
Dandume,2024-05-05,304.530942,310.6503625,299.1250777,8.7022784e-07
Dandume,2024-05-06,303.7009066,310.2226569,298.6870705,0.0005645
Dange-Shuni,2024-05-01,308.7372237,315.4566985,300.4240026,8.5234632e-07
Dange-Shuni,2024-05-02,308.6967587,314.517873,303.6699244,2.7375744e-06
Dange-Shuni,2024-05-03,308.7406425,314.1059353,303.8875342,8.4924452e-09
Dange-Shuni,2024-05-04,308.9200229,314.8252588,303.1551728,1.2814998e-06
Dange-Shuni,2024-05-05,309.1283514,315.1970139,303.1199117,8.7022784e-07
Dange-Shuni,2024-05-06,308.0382196,314.6439085,303.2053229,0.0007399
Danja,2024-05-01,303.7831247,310.420639,298.5429356,8.21e-05
Danja,2024-05-02,303.7920833,309.7366048,299.5418946,0.0001124
Danja,2024-05-03,303.9240505,309.8558882,298.9392638,0
Danja,2024-05-04,304.3222997,310.6180968,298.6441581,1.4083891e-06
Danja,2024-05-05,304.6078774,311.0433727,299.0905289,8.7022784e-07
Danja,2024-05-06,303.6693701,310.4381122,298.5635951,0.0002432
Darazo,2024-05-01,308.0651014,313.7085001,302.5212701,1.21e-05
Darazo,2024-05-02,306.9401207,313.6649511,300.0726056,2.1848186e-06
Darazo,2024-05-03,306.6179012,312.6372456,300.6713149,0
Darazo,2024-05-04,306.5747954,312.7909456,300.2929237,3.4397816e-06
Darazo,2024-05-05,306.9077605,313.1362008,300.4617896,5.3020361e-06
Darazo,2024-05-06,306.2156908,312.2726774,301.2524995,0.0004234
Dass,2024-05-01,305.4522056,311.4357921,298.86115,8.842473e-07
Dass,2024-05-02,304.3514985,309.8301412,298.7804542,4.85e-05
Dass,2024-05-03,304.1552437,310.0483412,299.3839278,1.2e-05
Dass,2024-05-04,304.0432397,310.5619348,297.1093799,2.49e-05
Dass,2024-05-05,303.9746926,310.2715957,297.5844475,2.19e-05
Dass,2024-05-06,303.7788618,310.0299206,297.665912,0.0003016
Daura,2024-05-01,306.4149273,314.8840691,297.1520361,8.5234632e-07
Daura,2024-05-02,306.7228359,313.9974124,299.0963604,8.5234632e-07
Daura,2024-05-03,306.4956394,312.8257162,299.504694,0
Daura,2024-05-04,306.8722317,313.6175423,300.0285987,1.2814998e-06
Daura,2024-05-05,306.3225079,313.8403641,296.6770484,8.7022784e-07
Daura,2024-05-06,307.1757369,313.564292,299.8676637,4.6927474e-06
Dawakin Kudu,2024-05-01,305.7795925,313.4140209,298.3547029,5.2051234e-06
Dawakin Kudu,2024-05-02,306.3465132,312.8550495,300.9769785,2.99e-05
Dawakin Kudu,2024-05-03,306.1711531,312.6976345,300.4767973,0
Dawakin Kudu,2024-05-04,306.537032,313.0910019,300.1765821,1.2814998e-06
Dawakin Kudu,2024-05-05,307.3987645,314.4575883,300.6152976,8.7022784e-07
Dawakin Kudu,2024-05-06,306.6936195,313.2907884,300.2514271,0
Dawakin Tofa,2024-05-01,306.3111478,313.6351386,297.5503945,8.5234632e-07
Dawakin Tofa,2024-05-02,306.5309523,313.3344413,300.3441583,6.3797008e-06
Dawakin Tofa,2024-05-03,306.2903026,312.8583658,299.9779097,0
Dawakin Tofa,2024-05-04,306.6621611,313.3295848,299.8491604,1.2814998e-06
Dawakin Tofa,2024-05-05,307.2831542,314.6311401,299.9822045,8.7022784e-07
Dawakin Tofa,2024-05-06,306.7007735,313.3794402,299.8845376,5.8122194e-06
Degema,2024-05-01,301.3999454,304.1930865,300.2630158,0.0119168
Degema,2024-05-02,300.7900457,303.2324828,299.4831431,0.0125521
Degema,2024-05-03,300.4746193,302.4357855,299.1426314,0.0180365
Degema,2024-05-04,301.8197385,304.1130637,299.8310253,0.0014918
Degema,2024-05-05,301.819439,304.3651871,299.4748072,0.0019691
Degema,2024-05-06,301.27619,303.0315927,299.7765638,0.0076033
Dekina,2024-05-01,303.7805093,310.2195991,300.0766213,0.0013059
Dekina,2024-05-02,302.8662986,308.7504454,299.0145367,0.0002038
Dekina,2024-05-03,302.8154815,307.9925769,299.2518774,0.0004869
Dekina,2024-05-04,303.2293891,309.3040956,298.7180175,0.0020973
Dekina,2024-05-05,303.2352528,309.2769129,298.8414756,0.0001818
Dekina,2024-05-06,303.2741583,308.9692276,299.1073799,0.0007274
Demsa,2024-05-01,309.0524894,314.4939613,304.4633807,8.5234632e-07
Demsa,2024-05-02,308.2639236,313.3335822,303.3790375,2.52e-05
Demsa,2024-05-03,307.5171066,311.988849,303.0243844,6.35e-05
Demsa,2024-05-04,307.4793313,312.8333085,302.3017703,0.0001482
Demsa,2024-05-05,307.9226629,313.1006382,303.8078386,4.91e-05
Demsa,2024-05-06,308.0479238,313.7688586,302.8669056,4.88e-05
Dikwa,2024-05-01,309.9966529,317.0832127,302.6267185,8.5234632e-07
Dikwa,2024-05-02,309.2277081,316.8552938,299.3627127,8.5234632e-07
Dikwa,2024-05-03,308.8055266,316.017671,300.0136963,0
Dikwa,2024-05-04,309.3237497,315.6612167,302.9542612,1.2814998e-06
Dikwa,2024-05-05,309.8675149,315.5457573,304.0071112,2.4120972e-06
Dikwa,2024-05-06,309.3502641,315.0506841,302.4846112,2.7522494e-06
Doguwa,2024-05-01,304.0409048,310.3903815,299.1900184,4.26e-05
Doguwa,2024-05-02,303.045078,308.8990869,299.1506702,0.0004566
Doguwa,2024-05-03,302.9386902,308.1086896,298.6661789,8.3879254e-08
Doguwa,2024-05-04,303.7997418,309.8727099,298.4211678,4.68e-05
Doguwa,2024-05-05,304.071288,310.1876759,298.9008023,1.38e-05
Doguwa,2024-05-06,302.4210993,309.5754554,298.0267365,0.0012641
Doma,2024-05-01,306.2459902,312.8549814,300.7512447,0.010082
Doma,2024-05-02,304.9731158,309.519882,301.0798794,8.17e-05
Doma,2024-05-03,304.4722177,308.847805,301.1740411,4.6e-05
Doma,2024-05-04,305.1221633,309.9166972,300.8950232,7.43e-05
Doma,2024-05-05,305.2983759,309.6754088,301.4733807,3.67e-05
Doma,2024-05-06,305.3255759,310.8116865,300.429116,0.0074405
Donga,2024-05-01,307.1493876,312.8199978,302.3511036,0.0001016
Donga,2024-05-02,305.4719059,310.6054767,301.2793752,0.0009014
Donga,2024-05-03,304.1571799,309.3755834,301.0076251,0.0005948
Donga,2024-05-04,304.6386247,310.0043296,300.3255643,0.0001821
Donga,2024-05-05,305.0338497,311.2068893,300.9727731,0.0021878
Donga,2024-05-06,305.1708119,311.4035735,300.7941696,0.0020533
Dukku,2024-05-01,308.0855655,313.4831995,302.7351191,1.62e-05
Dukku,2024-05-02,306.8211409,312.9799599,299.991508,2.3872741e-06
Dukku,2024-05-03,306.656516,312.3284624,301.0520391,1.0689523e-06
Dukku,2024-05-04,306.4080385,312.4241831,300.209324,3.83e-05
Dukku,2024-05-05,306.895596,312.9270287,300.8447418,2.67e-05
Dukku,2024-05-06,306.0252741,312.3229439,301.2412173,0.0016209
Dunukofia,2024-05-01,302.4911294,308.8999108,299.8091273,0.0023054
Dunukofia,2024-05-02,301.4634223,306.9113327,299.3589762,0.0030458
Dunukofia,2024-05-03,301.569798,306.6072221,299.2482667,0.0039945
Dunukofia,2024-05-04,302.1679287,307.6615862,299.0889885,0.0020021
Dunukofia,2024-05-05,302.6251445,308.4758013,298.9219086,0.0024644
Dunukofia,2024-05-06,302.4322963,306.6653239,299.6020836,0.0005032
Dutse,2024-05-01,307.9699425,314.6994236,300.6247724,1.4022616e-06
Dutse,2024-05-02,307.2505864,314.4612346,300.7248924,1.25e-05
Dutse,2024-05-03,306.7455245,312.8353479,300.6175301,0
Dutse,2024-05-04,307.2240375,313.9797865,300.5456641,1.7789068e-06
Dutse,2024-05-05,307.7541943,314.9704412,300.4329744,8.7022784e-07
Dutse,2024-05-06,307.0642465,313.68632,300.333639,2.139527e-06
Dutsi,2024-05-01,306.1850093,314.7858178,296.5920817,8.5234632e-07
Dutsi,2024-05-02,306.6826762,313.8346751,299.4874684,8.5234632e-07
Dutsi,2024-05-03,306.4423182,312.7116429,299.886308,0
Dutsi,2024-05-04,306.8694018,313.489062,300.3467226,1.2814998e-06
Dutsi,2024-05-05,306.3480945,313.7555975,297.2075767,8.7022784e-07
Dutsi,2024-05-06,306.9831345,313.1953339,299.8832712,1.7471417e-06
Dutsin-Ma,2024-05-01,305.6837385,313.1707318,296.363889,8.5234632e-07
Dutsin-Ma,2024-05-02,306.0690201,312.0158211,300.3158328,8.5234632e-07
Dutsin-Ma,2024-05-03,305.939744,311.8996017,300.2165061,0
Dutsin-Ma,2024-05-04,306.3262607,312.4403117,299.9323564,1.2814998e-06
Dutsin-Ma,2024-05-05,306.3350921,313.1578798,299.4432342,8.7022784e-07
Dutsin-Ma,2024-05-06,305.5728419,311.8854611,299.6281175,0.0001291
Eastern Obolo,2024-05-01,301.1122554,303.861067,299.0546311,0.0123958
Eastern Obolo,2024-05-02,300.4690562,302.831001,299.3416175,0.0108623
Eastern Obolo,2024-05-03,300.2799419,302.1019469,298.6719702,0.0144086
Eastern Obolo,2024-05-04,301.7905991,303.7892623,299.83008,0.0005646
Eastern Obolo,2024-05-05,301.7516629,303.6999309,299.81864,0.0037168
Eastern Obolo,2024-05-06,301.2843652,303.1033719,300.0280945,0.0070651
Ebonyi,2024-05-01,304.4313284,310.5504413,301.222881,0.0003384
Ebonyi,2024-05-02,303.5192742,308.1674469,300.5437131,0.0006032
Ebonyi,2024-05-03,303.0429882,308.6389541,300.1987621,0.0052123
Ebonyi,2024-05-04,303.2903506,307.3520058,299.7843051,0.0002063
Ebonyi,2024-05-05,303.9526047,309.9273766,300.0601248,0.0011512
Ebonyi,2024-05-06,304.0198837,309.6135818,300.720905,0.0034747
Edati,2024-05-01,306.844206,312.2712987,301.9147045,6.4e-05
Edati,2024-05-02,306.4082059,311.6540654,301.6177137,0.0001832
Edati,2024-05-03,306.3828801,312.0107201,301.5706811,0.0001218
Edati,2024-05-04,306.7303345,312.7435676,301.2948359,2.15e-05
Edati,2024-05-05,306.4711119,312.727096,301.2844417,0.0002414
Edati,2024-05-06,306.0787469,312.3161389,301.5921293,0.0002444
Ede North,2024-05-01,301.3708949,307.2342127,299.1463917,0.0016562
Ede North,2024-05-02,301.193903,306.3723962,298.3450401,0.0007174
Ede North,2024-05-03,301.0083766,307.0908222,298.177395,0.0026592
Ede North,2024-05-04,301.05858,307.3124089,297.0336785,0.0001805
Ede North,2024-05-05,301.6407408,306.7947143,297.7156852,0.0001903
Ede North,2024-05-06,300.8773521,304.8290074,298.752503,0.0001856
Ede South,2024-05-01,301.3037931,307.0055911,299.1936956,0.0017589
Ede South,2024-05-02,301.1391004,306.1902037,298.3752672,0.0007769
Ede South,2024-05-03,300.9825151,306.9877473,298.2082823,0.003233
Ede South,2024-05-04,300.9999863,307.1638737,297.0968029,0.0002746
Ede South,2024-05-05,301.5651635,306.5647061,297.7630112,0.0002729
Ede South,2024-05-06,300.8306064,304.7022011,298.7672171,0.0002337
Edu,2024-05-01,305.8278001,312.0924948,301.2553799,0.0001905
Edu,2024-05-02,305.4898965,311.4367474,300.8604601,0.0003608
Edu,2024-05-03,305.5025421,311.6132641,300.8680072,0.0001144
Edu,2024-05-04,305.9681315,312.7349544,300.6046742,9.6365728e-06
Edu,2024-05-05,305.964777,312.7939981,300.5572689,9.42e-05
Edu,2024-05-06,305.1550341,311.964753,301.1559364,0.0002459
Efon,2024-05-01,300.3661093,306.1318418,298.1611857,0.0036501
Efon,2024-05-02,300.1926816,305.2255114,297.3304773,0.0008637
Efon,2024-05-03,299.8219603,305.6194753,297.0262233,0.0036288
Efon,2024-05-04,300.0396652,306.3717336,296.2689393,0.0003161
Efon,2024-05-05,300.5168767,306.1394246,297.0458206,0.0003799
Efon,2024-05-06,299.8683133,304.3052613,297.3494418,0.0001883
Egbado North,2024-05-01,302.9677543,306.8748174,300.6110406,0.0001195
Egbado North,2024-05-02,302.6362427,307.3033474,299.9343225,0.0008987
Egbado North,2024-05-03,302.670281,308.8490429,299.5866036,0.0009737
Egbado North,2024-05-04,302.6087481,307.9580783,299.1417995,0.0005597
Egbado North,2024-05-05,302.8121191,307.0742675,299.2107536,0.0006484
Egbado North,2024-05-06,302.5431423,307.4634252,299.0715931,0.0003517
Egbado South,2024-05-01,302.6812225,306.3145766,300.5781088,0.0004353
Egbado South,2024-05-02,302.3222079,306.4841912,299.8243914,0.0008621
Egbado South,2024-05-03,302.2107448,307.9491063,299.3322937,0.0012928
Egbado South,2024-05-04,302.133573,306.7323702,298.994929,0.0006504
Egbado South,2024-05-05,302.5183249,306.3847374,299.2508714,0.0006264
Egbado South,2024-05-06,302.2639978,306.8443052,299.1286478,0.0004657
Egbeda,2024-05-01,301.8439259,307.074341,299.7493672,0.0028283
Egbeda,2024-05-02,301.5013045,306.4371575,298.9559449,0.0014021
Egbeda,2024-05-03,301.4890823,307.4763859,298.5968385,0.0044948
Egbeda,2024-05-04,301.4719997,307.4343322,297.3427875,0.0004015
Egbeda,2024-05-05,301.7557716,306.1347832,298.0465248,0.0010172
Egbeda,2024-05-06,301.3295463,305.7337532,298.9985277,0.0003321
Egbedore,2024-05-01,301.4618211,307.4631536,299.105824,0.0014376
Egbedore,2024-05-02,301.2941628,306.6969008,298.3482593,0.0005995
Egbedore,2024-05-03,301.1438433,307.2041002,298.3773333,0.0021571
Egbedore,2024-05-04,301.2157405,307.4770157,297.1714552,0.0001163
Egbedore,2024-05-05,301.7651776,307.0503805,297.7458899,0.0001288
Egbedore,2024-05-06,300.9943623,305.0197358,298.7268447,0.0001558
Egor,2024-05-01,300.9081207,305.5525391,298.9292012,0.0198266
Egor,2024-05-02,300.6567601,304.6679513,298.838886,0.0069445
Egor,2024-05-03,300.3415988,303.6991838,298.7226123,0.0026378
Egor,2024-05-04,300.4656388,305.3609743,297.974311,0.0025031
Egor,2024-05-05,301.3292605,306.3378068,297.7637227,0.0013968
Egor,2024-05-06,300.9084669,304.223242,298.7078166,0.0003536
Ehime-Mbano,2024-05-01,301.58458,308.083233,299.3494754,0.0046052
Ehime-Mbano,2024-05-02,300.3978104,305.7864844,298.5640342,0.0130791
Ehime-Mbano,2024-05-03,299.9353743,304.1600038,298.2949058,0.0110422
Ehime-Mbano,2024-05-04,300.7336159,305.8753216,297.479459,0.002906
Ehime-Mbano,2024-05-05,301.3319244,307.4493897,297.696391,0.0071511
Ehime-Mbano,2024-05-06,301.3786965,305.3368378,298.3944076,0.0007962
Ejigbo,2024-05-01,301.7381046,307.6780872,299.2638536,0.0011012
Ejigbo,2024-05-02,301.5627898,307.1511886,298.5285199,0.0005398
Ejigbo,2024-05-03,301.5671326,307.6881072,298.6924025,0.0021906
Ejigbo,2024-05-04,301.5907601,307.7152335,297.4816572,0.0002004
Ejigbo,2024-05-05,302.0506201,307.2385284,297.9575888,0.0001495
Ejigbo,2024-05-06,301.3349269,305.4961367,298.8493125,0.0001577
Ekeremor,2024-05-01,301.4406534,304.1203259,300.3694048,0.0140084
Ekeremor,2024-05-02,300.8320809,302.8445836,298.9708064,0.009821
Ekeremor,2024-05-03,300.4185718,301.9161719,298.7498659,0.0060945
Ekeremor,2024-05-04,301.1251836,304.449703,298.9496795,0.0081129
Ekeremor,2024-05-05,301.6057458,304.8686294,298.9186735,0.0024684
Ekeremor,2024-05-06,301.2507167,303.3772631,299.6034423,0.0066426
Eket,2024-05-01,300.9638256,304.4878419,298.4943837,0.0195113
Eket,2024-05-02,300.2638145,303.0633088,298.8387809,0.0129267
Eket,2024-05-03,300.0018349,301.9368227,298.4408778,0.0077306
Eket,2024-05-04,301.360046,303.7968418,299.0177202,0.0010708
Eket,2024-05-05,301.5253643,304.289426,299.1891133,0.0089638
Eket,2024-05-06,301.0905958,303.7065733,299.5009124,0.0075278
Ekiti,2024-05-01,301.9482669,308.0090802,298.8440724,0.0016254
Ekiti,2024-05-02,302.0819266,308.0730118,297.991415,0.0001697
Ekiti,2024-05-03,301.5222177,307.2643605,298.2536865,0.0006728
Ekiti,2024-05-04,302.1795106,308.815111,297.6720009,7.3e-05
Ekiti,2024-05-05,302.2675971,308.6177909,297.9514429,0.0004804
Ekiti,2024-05-06,301.8942282,308.533608,298.4216577,0.001214
Ekiti East,2024-05-01,300.5184552,306.6700124,298.0896391,0.005162
Ekiti East,2024-05-02,300.5475401,306.71771,296.9513319,0.0004567
Ekiti East,2024-05-03,300.2226895,306.099797,297.455369,0.0023002
Ekiti East,2024-05-04,300.78388,306.9531599,296.6945813,0.0001854
Ekiti East,2024-05-05,300.9089653,306.8150935,297.2844025,0.0008708
Ekiti East,2024-05-06,300.9873211,307.537742,297.3786038,0.0010266
Ekiti South West,2024-05-01,300.4998205,306.0193817,298.465547,0.0040987
Ekiti South West,2024-05-02,300.249074,305.3600133,297.5228582,0.0008823
Ekiti South West,2024-05-03,299.9381494,305.7307009,297.1982825,0.0045646
Ekiti South West,2024-05-04,300.1325198,306.2166069,296.3740944,0.0003821
Ekiti South West,2024-05-05,300.6619188,306.3257153,297.2993561,0.0006811
Ekiti South West,2024-05-06,300.0520846,304.6386307,297.5334721,0.0001905
Ekiti West,2024-05-01,300.2837364,306.1017865,298.0387334,0.0035109
Ekiti West,2024-05-02,300.1067095,305.1856375,297.1961965,0.0008672
Ekiti West,2024-05-03,299.7209734,305.5270837,296.9705989,0.003601
Ekiti West,2024-05-04,299.9664454,306.2465461,296.1735721,0.0003355
Ekiti West,2024-05-05,300.4386864,306.0828003,296.9575241,0.0003766
Ekiti West,2024-05-06,299.8291722,304.4387939,297.2301931,0.0002058
Ekwusigo,2024-05-01,302.0510081,308.7366206,299.569316,0.0048552
Ekwusigo,2024-05-02,301.0685128,306.5161274,298.9438501,0.0042797
Ekwusigo,2024-05-03,300.9213255,305.8414831,298.7062895,0.0051291
Ekwusigo,2024-05-04,301.5336767,307.0853932,298.6972763,0.0038437
Ekwusigo,2024-05-05,302.0778546,308.1315314,297.9554383,0.0026556
Ekwusigo,2024-05-06,301.908645,305.9805418,298.8229235,0.0005096
Eleme,2024-05-01,301.2025227,304.9928551,299.8213419,0.0102804
Eleme,2024-05-02,300.5238767,303.7105504,299.2104984,0.0120481
Eleme,2024-05-03,300.1198406,302.4627966,298.3825884,0.0120426
Eleme,2024-05-04,301.3997907,304.4402142,299.0385167,0.0012644
Eleme,2024-05-05,301.5590653,305.3212424,298.6871446,0.0051483
Eleme,2024-05-06,301.1222489,303.7477077,299.3405179,0.0082481
Emohua,2024-05-01,301.2532058,305.9288473,299.685855,0.011036
Emohua,2024-05-02,300.632385,304.6938595,299.0010417,0.0146062
Emohua,2024-05-03,300.1906799,302.4492224,298.4888667,0.003844
Emohua,2024-05-04,301.1705058,305.1519671,298.6963123,0.0051535
Emohua,2024-05-05,301.5347203,306.1145316,298.4123253,0.0058985
Emohua,2024-05-06,301.1655416,304.4967641,298.9772327,0.0065432
Emure,2024-05-01,300.9157623,306.7872836,298.6520073,0.0025611
Emure,2024-05-02,300.7938205,306.4490204,297.9167604,0.0007325
Emure,2024-05-03,300.6281348,306.432356,298.1804495,0.0018766
Emure,2024-05-04,300.9940014,307.1600695,297.2155371,0.0002776
Emure,2024-05-05,301.3987796,307.2299569,298.150075,0.0012909
Emure,2024-05-06,301.2412494,306.9735131,298.0692738,0.0003416
Enugu East,2024-05-01,303.2020217,309.99968,300.0873471,0.0006908
Enugu East,2024-05-02,302.0410748,307.2627808,299.1670856,0.0007569
Enugu East,2024-05-03,302.0638906,307.6343095,299.0082163,0.005913
Enugu East,2024-05-04,302.401232,307.82727,298.737703,0.0017165
Enugu East,2024-05-05,303.0365707,309.4192875,298.9975051,0.0007833
Enugu East,2024-05-06,303.0425535,308.4601851,299.6831839,0.0008158
Enugu North,2024-05-01,303.1402824,310.0236917,300.1165287,0.0010094
Enugu North,2024-05-02,301.9396329,307.1250399,299.2313398,0.0008145
Enugu North,2024-05-03,301.9473235,307.5160012,299.0648903,0.0070448
Enugu North,2024-05-04,302.3013528,307.5998231,298.6799891,0.0011125
Enugu North,2024-05-05,302.8932587,309.4046639,298.9133228,0.0017889
Enugu North,2024-05-06,302.9288965,308.1507488,299.6398594,0.0007329
Enugu South,2024-05-01,302.9834233,309.9080275,299.9857962,0.0011527
Enugu South,2024-05-02,301.7687803,306.9815571,299.1032026,0.0009256
Enugu South,2024-05-03,301.8217954,307.4032587,298.9537651,0.0072552
Enugu South,2024-05-04,302.155828,307.442831,298.5375007,0.0011159
