adm3_name,adm3_name1,adm3_name2,adm3_name3,adm3_pcode,adm2_name,adm2_name1,adm2_name2,adm2_name3,adm2_pcode,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,area_sqkm,cod_versio,lang,lang1,lang2,lang3,adm0_en,adm3_ref_n,center_lat,center_lon,total_pop_reprod
7 De Abril,,,,MZ070901,Meconta,,,,MZ0709,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,552.90360273,V_01,pt,,,,Mozambique,7 De Abril,-15.11588196,39.70477366,8911.73297841847
Alto Changane,,,,MZ020201,Chibuto,,,,MZ0202,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,2601.85540502,V_01,pt,,,,Mozambique,Alto Changane,-24.15813641,33.47543728,1617.94972538203
Alto Ligonha,,,,MZ110501,Gile,,,,MZ1105,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,3900.62706449,V_01,pt,,,,Mozambique,Alto Ligonha,-15.70530888,38.34115429,17125.9016570449
Alto Molocue,,,,MZ110101,Alto Molocue,,,,MZ1101,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,3738.84504818,V_01,pt,,,,Mozambique,Alto Molocue,-15.88830278,37.74000479,68715.0435893387
Alua,,,,MZ070301,Erati,,,,MZ0703,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1913.13142958,V_01,pt,,,,Mozambique,Alua,-14.02805823,39.82754757,22257.484310627
Amatongas,,,,MZ040301,Gondola,,,,MZ0403,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,837.54392808,V_01,pt,,,,Mozambique,Amatongas,-19.09579842,33.78402464,9595.66866573691
Anchilo,,,,MZ072201,Rapale,,,,MZ0722,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1317.40374321,V_01,pt,,,,Mozambique,Anchilo,-15.21683192,39.29343617,20475.9336729497
Ancuabe,,,,MZ010101,Ancuabe,,,,MZ0101,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,2089.83754197,V_01,pt,,,,Mozambique,Ancuabe,-12.83613407,39.77208564,15130.0418455303
Angoche,,,,MZ070101,Angoche,,,,MZ0701,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,473.80476659,V_01,pt,,,,Mozambique,Angoche,-16.10975291,39.98545869,54800.3562435508
Aube,,,,MZ070102,Angoche,,,,MZ0701,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,551.61160469,V_01,pt,,,,Mozambique,Aube,-16.34419973,39.70401669,6340.45243501663
Bajone,,,,MZ111501,Mocubela,,,,MZ1115,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,1348.0878165,V_01,pt,,,,Mozambique,Bajone,-17.25684689,37.91803883,22238.2670605779
Balama,,,,MZ010201,Balama,,,,MZ0102,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,971.49562348,V_01,pt,,,,Mozambique,Balama,-13.33013921,38.60640991,28245.1071700454
Bazaruto,,,,MZ030601,Inhassoro,,,,MZ0306,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,100.21135502,V_01,pt,,,,Mozambique,Bazaruto,-21.64939204,35.47000697,103.294522516429
Bazua,,,,MZ041101,Tambara,,,,MZ0411,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,1980.28983497,V_01,pt,,,,Mozambique,Bazua,-17.13437251,34.07951195,2777.35709261894
Bela Vista,,,,MZ050601,Matutuine,,,,MZ0506,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,2625.1993028,V_01,pt,,,,Mozambique,Bela Vista,-26.4597118,32.63875253,4550.27294239402
Bilibiza,,,,MZ011801,Quissanga,,,,MZ0118,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,787.24658956,V_01,pt,,,,Mozambique,Bilibiza,-12.6093804,40.2225401,4835.4824693203
Boane,,,,MZ050101,Boane,,,,MZ0501,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,599.03048811,V_01,pt,,,,Mozambique,Boane,-26.08365155,32.34702765,21027.9286973551
Boila,,,,MZ070103,Angoche,,,,MZ0701,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1252.90864051,V_01,pt,,,,Mozambique,Boila,-16.09913207,39.67032887,21516.4279589951
Buzi,,,,MZ090101,Buzi,,,,MZ0901,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,3417.81144652,V_01,pt,,,,Mozambique,Buzi,-19.8569596,34.41200582,37232.941570133
Cafumpe,,,,MZ040302,Gondola,,,,MZ0403,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,774.95256701,V_01,pt,,,,Mozambique,Cafumpe,-18.98400677,33.67760953,7364.5922113955
Caia,,,,MZ090201,Caia,,,,MZ0902,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,2014.06903218,V_01,pt,,,,Mozambique,Caia,-17.98027411,34.93428039,32160.5786825568
Calanga,,,,MZ050401,Manhiça,,,,MZ0504,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,589.15215222,V_01,pt,,,,Mozambique,Calanga,-25.34030554,33.01713007,596.902076400817
Calipo,,,,MZ071301,Mogovolas,,,,MZ0713,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1085.46246315,V_01,pt,,,,Mozambique,Calipo,-15.53285954,39.03926643,13029.4953593314
Campo,,,,MZ111701,Mopeia,,,,MZ1117,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,3668.17085227,V_01,pt,,,,Mozambique,Campo,-17.86156989,36.34426351,5021.61102971435
Caniçado,,,,MZ020801,Guija,,,,MZ0208,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,28.78115633,V_01,pt,,,,Mozambique,Canicado,-24.49300921,33.03474862,6775.92229640484
Canxixe,,,,MZ091001,Maringue,,,,MZ0910,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,1684.12736464,V_01,pt,,,,Mozambique,Canxixe,-17.45279949,34.31720961,6203.95358127356
Catandica,,,,MZ040101,Barue,,,,MZ0401,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,2955.47896678,V_01,pt,,,,Mozambique,Catandica,-18.24522923,33.2866975,40817.990693152
Catuane,,,,MZ050602,Matutuine,,,,MZ0506,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,1259.24708926,V_01,pt,,,,Mozambique,Catuane,-26.60719839,32.27627003,582.267444204539
Chai,,,,MZ010601,Macomia,,,,MZ0106,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,1053.79470209,V_01,pt,,,,Mozambique,Chai,-11.94730106,40.10767163,2870.1702939868
Chaimite,,,,MZ020202,Chibuto,,,,MZ0202,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,522.39371917,V_01,pt,,,,Mozambique,Chaimite,-24.65076281,33.39186958,5762.29402735829
Chalaua,,,,MZ071401,Moma,,,,MZ0714,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1400.3586557,V_01,pt,,,,Mozambique,Chalaua,-16.10741938,39.13643226,24423.0562074482
Changalane,,,,MZ050801,Namaacha,,,,MZ0508,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,778.67781859,V_01,pt,,,,Mozambique,Changalane,-26.32318904,32.23736765,1830.50977618992
Changanine,,,,MZ020203,Chibuto,,,,MZ0202,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,1388.60790493,V_01,pt,,,,Mozambique,Changanine,-23.96313787,33.76982163,821.627094384283
Chapa,,,,MZ011201,Mueda,,,,MZ0112,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,2032.71930182,V_01,pt,,,,Mozambique,Chapa,-11.90823994,39.25340435,688.401521831751
Charre,,,,MZ101301,Mutarara,,,,MZ1013,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,626.90607933,V_01,pt,,,,Mozambique,Charre,-17.23944198,35.19502101,6945.32527136803
Chemba,,,,MZ090301,Chemba,,,,MZ0903,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,1136.02328199,V_01,pt,,,,Mozambique,Chemba,-17.16179825,34.76971148,14098.6391285956
Chibabava,,,,MZ090501,Chibabava,,,,MZ0905,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,1023.24444705,V_01,pt,,,,Mozambique,Chibabava,-20.32947382,33.63081023,5630.09962891042
Chibonzane,,,,MZ021101,Mandlakaze,,,,MZ0211,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,938.20319728,V_01,pt,,,,Mozambique,Chibonzane,-24.60829847,34.19905472,1715.71103779972
Chibuto,,,,MZ020204,Chibuto,,,,MZ0202,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,47.35048064,V_01,pt,,,,Mozambique,Chibuto,-24.69425406,33.56689215,29611.2265084982
Chicomo,,,,MZ030901,Massinga,,,,MZ0309,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,5343.24452409,V_01,pt,,,,Mozambique,Chicomo,-22.63496678,34.76552808,7816.53484896943
Chiconono,,,,MZ081601,Muembe,,,,MZ0816,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,4097.13846609,V_01,pt,,,,Mozambique,Chiconono,-12.64497308,35.77122915,3123.58730857074
Chicumbane,,,,MZ020901,Limpopo,,,,MZ0209,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,563.78084641,V_01,pt,,,,Mozambique,Chicumbane,-24.94844417,33.50601818,30083.0669847429
Chidenguele,,,,MZ021102,Mandlakaze,,,,MZ0211,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,719.80092368,V_01,pt,,,,Mozambique,Chidenguele,-24.8587366,34.25642647,11055.0144712627
Chidzolomondo,,,,MZ100801,Macanga,,,,MZ1008,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,1860.4771826,V_01,pt,,,,Mozambique,Chidzolomondo,-14.92482589,33.34508913,3546.66414926946
Chifunde,,,,MZ100401,Chifunde,,,,MZ1004,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,3319.08158629,V_01,pt,,,,Mozambique,Chifunde,-15.0180798,32.91680467,1767.47702620924
Chigubo,,,,MZ020401,Chigubo,,,,MZ0204,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,3695.22757539,V_01,pt,,,,Mozambique,Chigubo,-22.53238295,33.17490923,1036.53708934784
Chihulo,,,,MZ070801,Malema,,,,MZ0708,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1686.5945991,V_01,pt,,,,Mozambique,Chihulo,-14.56993851,37.49851493,2278.68113023788
Chimbonila,,,,MZ080101,Chimbonila,,,,MZ0801,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,3723.93130106,V_01,pt,,,,Mozambique,Chimbonila,-13.39998318,35.57435264,21571.1791851819
Chinde,,,,MZ110201,Chinde,,,,MZ1102,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,1024.63209097,V_01,pt,,,,Mozambique,Chinde,-18.70377351,36.24550051,8115.07398810983
Chinga,,,,MZ071801,Murrupula,,,,MZ0718,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,571.78883736,V_01,pt,,,,Mozambique,Chinga,-15.19237759,38.6233593,1493.71280544996
Chintholo,,,,MZ100201,Cahora Bassa,,,,MZ1002,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,5131.39584457,V_01,pt,,,,Mozambique,Chintholo,-16.22528364,32.43761429,1913.83053883165
Chinthopo,,,,MZ100901,Magoe,,,,MZ1009,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,3055.2104858,V_01,pt,,,,Mozambique,Chinthopo,-15.84060748,30.79444477,2994.6048411727
Chipembere,,,,MZ100301,Changara,,,,MZ1003,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,3900.79310081,V_01,pt,,,,Mozambique,Chipembere,-16.34920397,33.51345133,12887.3364301771
Chipene,,,,MZ071101,Memba,,,,MZ0711,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,783.89873889,V_01,pt,,,,Mozambique,Chipene,-13.78122642,40.27524131,7336.00298196077
Chipera,,,,MZ101101,Maravia,,,,MZ1011,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,2875.03722408,V_01,pt,,,,Mozambique,Chipera,-15.43476557,32.51149721,3041.78709980845
Chiputu,,,,MZ101102,Maravia,,,,MZ1011,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,3762.25455551,V_01,pt,,,,Mozambique,Chiputu,-15.04289747,32.2676616,2114.87340578437
Chiramba,,,,MZ090302,Chemba,,,,MZ0903,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,1242.92822286,V_01,pt,,,,Mozambique,Chiramba,-17.02634494,34.50929548,3782.93759018183
Chire,,,,MZ111801,Morrumbala,,,,MZ1118,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,3333.96328996,V_01,pt,,,,Mozambique,Chire,-16.70846409,35.61506602,16890.1925358027
Chissano,,,,MZ020902,Limpopo,,,,MZ0209,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,517.50453395,V_01,pt,,,,Mozambique,Chissano,-24.9287181,33.29044321,9450.85664756596
Chitima,,,,MZ100202,Cahora Bassa,,,,MZ1002,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,3120.65906714,V_01,pt,,,,Mozambique,Chitima,-15.78045168,32.58845881,14981.7481090724
Chitobe,,,,MZ040601,Machaze,,,,MZ0406,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,8260.50538306,V_01,pt,,,,Mozambique,Chitobe,-20.76873036,33.53861354,27457.2764564455
Chitunda,,,,MZ011301,Muidumbe,,,,MZ0113,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,525.72729097,V_01,pt,,,,Mozambique,Chitunda,-11.8153611,40.05641612,7605.79687619209
Chiurairue,,,,MZ040901,Mossurize,,,,MZ0409,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,2122.34876408,V_01,pt,,,,Mozambique,Chiurairue,-20.73526685,32.83528652,11814.9381524324
Chiure,,,,MZ010301,Chiure,,,,MZ0103,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,620.9123061,V_01,pt,,,,Mozambique,Chiure,-13.35134324,39.76388457,54564.6784245968
Chiure Velho,,,,MZ010302,Chiure,,,,MZ0103,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,623.29852856,V_01,pt,,,,Mozambique,Chiure Velho,-13.38756962,39.98441055,4612.78164628148
Chiuta,,,,MZ081301,Mecanhelas,,,,MZ0813,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,2156.94135865,V_01,pt,,,,Mozambique,Chiuta,-14.69666863,36.05180722,7036.59829691052
Chivongoene,,,,MZ020802,Guija,,,,MZ0208,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,730.86462668,V_01,pt,,,,Mozambique,Chivongoene,-24.44112316,33.24264013,7296.41464363784
Choa,,,,MZ040102,Barue,,,,MZ0401,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,832.77547532,V_01,pt,,,,Mozambique,Choa,-18.08963196,33.01866678,2799.15029147267
Chokwe,,,,MZ020501,Chokwe,,,,MZ0205,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,51.09706543,V_01,pt,,,,Mozambique,Chokwe,-24.51253098,32.98358403,28822.0722501278
Chongoene,,,,MZ020601,Chongoene,,,,MZ0206,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,747.08104707,V_01,pt,,,,Mozambique,Chongoene,-24.96195553,33.79250315,26455.9398149252
Chupanga,,,,MZ091101,Marromeu,,,,MZ0911,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,2000.51615969,V_01,pt,,,,Mozambique,Chupanga,-18.13297559,35.59020905,5719.34470930696
Cidade Da Beira,,,,MZ090601,Cidade Da Beira,,,,MZ0906,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,630.5879265,V_01,pt,,,,Mozambique,Cidade Da Beira,-19.73519889,34.90363919,180204.179871142
Cidade Da Matola,,,,MZ050201,Cidade Da Matola,,,,MZ0502,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,367.67341637,V_01,pt,,,,Mozambique,Cidade Da Matola,-25.84427623,32.48712412,374045.365882874
Cidade De Chimoio,,,,MZ040201,Cidade De Chimoio,,,,MZ0402,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,174.4207951,V_01,pt,,,,Mozambique,Cidade De Chimoio,-19.13449268,33.45602056,119352.48799783
Cidade De Inhambane,,,,MZ030101,Cidade De Inhambane,,,,MZ0301,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,194.93308716,V_01,pt,,,,Mozambique,Cidade De Inhambane,-23.87363489,35.51501771,25634.5188945532
Cidade De Lichinga,,,,MZ080201,Cidade De Lichinga,,,,MZ0802,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,256.43264596,V_01,pt,,,,Mozambique,Cidade De Lichinga,-13.30644444,35.26432424,72399.9474988282
Cidade De Maputo,,,,MZ060101,Cidade De Maputo,,,,MZ0601,Maputo City,,,,MZ06,Moçambique,,,,MZ,2019-06-07,,347.02386781,V_01,pt,,,,Mozambique,Cidade De Maputo,-26.03137641,32.54974244,322323.586649127
Cidade De Nampula,,,,MZ070201,Cidade De Nampula,,,,MZ0702,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,330.07009497,V_01,pt,,,,Mozambique,Cidade De Nampula,-15.11486111,39.25954671,221767.095064163
Cidade De Pemba,,,,MZ010401,Cidade De Pemba,,,,MZ0104,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,100.34921977,V_01,pt,,,,Mozambique,Cidade De Pemba,-13.03077417,40.54006321,57301.5432862043
Cidade De Quelimane,,,,MZ110301,Cidade De Quelimane,,,,MZ1103,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,121.66223643,V_01,pt,,,,Mozambique,Cidade De Quelimane,-17.86662252,36.89734531,93655.3035576344
Cidade De Tete,,,,MZ100601,Cidade De Tete,,,,MZ1006,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,287.27825707,V_01,pt,,,,Mozambique,Cidade De Tete,-16.15839768,33.57980834,123374.914737463
Cidade De Xai-Xai,,,,MZ020701,Cidade De Xai-Xai,,,,MZ0207,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,135.27802676,V_01,pt,,,,Mozambique,Cidade De Xai-Xai,-25.05006991,33.662001,43459.2777064741
Cobue,,,,MZ080601,Lago,,,,MZ0806,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,3517.52403906,V_01,pt,,,,Mozambique,Cobue,-12.04231925,35.01369147,3714.06821988523
Combomune,,,,MZ021001,Mabalane,,,,MZ0210,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,5119.45504843,V_01,pt,,,,Mozambique,Combomune,-23.29748562,32.72451816,2558.86854874343
Corrane,,,,MZ070902,Meconta,,,,MZ0709,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,2316.55034106,V_01,pt,,,,Mozambique,Corrane,-15.36970927,39.59076107,13035.5673664808
Covo,,,,MZ072001,Nacala-A-Velha,,,,MZ0720,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,288.03920186,V_01,pt,,,,Mozambique,Covo,-14.48715287,40.38201946,3724.93535709381
Cuamba,,,,MZ080301,Cuamba,,,,MZ0803,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,2159.58818591,V_01,pt,,,,Mozambique,Cuamba,-14.60997301,36.35541596,63774.3949785531
Cumbana,,,,MZ030701,Jangamo,,,,MZ0307,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,627.00674856,V_01,pt,,,,Mozambique,Cumbana,-24.20949752,35.13505836,13225.1222277433
Cunle,,,,MZ072301,Ribaue,,,,MZ0723,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1424.25871227,V_01,pt,,,,Mozambique,Cunle,-15.21944009,38.26601211,10225.8197277635
Dacata,,,,MZ040902,Mossurize,,,,MZ0409,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,2380.47868215,V_01,pt,,,,Mozambique,Dacata,-20.3240156,33.05110935,22747.3835393712
Derre,,,,MZ110401,Derre,,,,MZ1104,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,4746.78828788,V_01,pt,,,,Mozambique,Derre,-17.05683996,36.12293874,27658.6804479361
Diaca,,,,MZ011001,Mocimboa Da Praia,,,,MZ0110,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,1020.01639169,V_01,pt,,,,Mozambique,Diaca,-11.52662725,39.97923828,2733.95603746176
Dindiza,,,,MZ020402,Chigubo,,,,MZ0204,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,6424.81719536,V_01,pt,,,,Mozambique,Dindiza,-23.47557784,33.48346266,4202.94482355192
Divinhe,,,,MZ090901,Machanga,,,,MZ0909,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,1958.67982005,V_01,pt,,,,Mozambique,Divinhe,-20.73267472,34.71422026,3527.13210451603
Doa,,,,MZ100701,Doa,,,,MZ1007,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,3634.09644243,V_01,pt,,,,Mozambique,Doa,-16.60597182,34.44525075,22802.6166340709
Dombe,,,,MZ041001,Sussundenga,,,,MZ0410,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,3203.59294929,V_01,pt,,,,Mozambique,Dombe,-19.94736162,33.31111918,12772.9441584498
Domue,,,,MZ100101,Angonia,,,,MZ1001,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,2121.05196144,V_01,pt,,,,Mozambique,Domue,-14.78151734,34.08128414,51167.296238035
Dondo,,,,MZ090701,Dondo,,,,MZ0907,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,1548.14803386,V_01,pt,,,,Mozambique,Dondo,-19.53460889,35.01430782,35318.1052975059
Espungabera,,,,MZ040903,Mossurize,,,,MZ0409,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,519.98666892,V_01,pt,,,,Mozambique,Espungabera,-20.49068698,32.79395426,20711.0525178611
Estaquinha,,,,MZ090102,Buzi,,,,MZ0901,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,1475.26905768,V_01,pt,,,,Mozambique,Estaquinha,-20.15210269,34.17269024,6208.34254831076
Etarara,,,,MZ080302,Cuamba,,,,MZ0803,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,1351.75175782,V_01,pt,,,,Mozambique,Etarara,-15.07883585,36.49157955,7235.47301757336
Fingoe,,,,MZ101103,Maravia,,,,MZ1011,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,4892.08849502,V_01,pt,,,,Mozambique,Fingoe,-15.29230783,31.78563661,18661.8519948721
Funhalouro,,,,MZ030201,Funhalouro,,,,MZ0302,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,8797.11254485,V_01,pt,,,,Mozambique,Funhalouro,-23.26060324,34.37589613,8689.09448025003
Furancungo,,,,MZ100802,Macanga,,,,MZ1008,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,5335.83543247,V_01,pt,,,,Mozambique,Furancungo,-14.71518186,33.6690034,46342.8030135036
Galinha,,,,MZ091201,Muanza,,,,MZ0912,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,5907.57351683,V_01,pt,,,,Mozambique,Galinha,-19.11719834,35.24252076,6258.58576512337
Gile,,,,MZ110502,Gile,,,,MZ1105,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,5076.38974699,V_01,pt,,,,Mozambique,Gile,-16.13567574,38.36666671,37792.5872642398
Godide,,,,MZ020205,Chibuto,,,,MZ0202,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,559.02206718,V_01,pt,,,,Mozambique,Godide,-24.59655558,33.66195188,11268.8549622595
Gondola,,,,MZ040303,Gondola,,,,MZ0403,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,52.63107956,V_01,pt,,,,Mozambique,Gondola,-19.07476675,33.65828459,18662.7170697451
Gonhane,,,,MZ110801,Inhassunge,,,,MZ1108,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,249.11248597,V_01,pt,,,,Mozambique,Gonhane,-18.1244985,36.75127124,6086.97061359882
Goonda,,,,MZ090502,Chibabava,,,,MZ0905,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,2149.21361081,V_01,pt,,,,Mozambique,Goonda,-19.92877042,33.93619986,8685.74107307196
Gorongosa,,,,MZ090801,Gorongosa,,,,MZ0908,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,2996.19469952,V_01,pt,,,,Mozambique,Gorongosa,-18.78239348,34.31508725,36334.1610061228
Guro,,,,MZ040401,Guro,,,,MZ0404,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,1113.52625857,V_01,pt,,,,Mozambique,Guro,-17.25592278,33.2023137,19285.5756362677
Gurue,,,,MZ110601,Gurue,,,,MZ1106,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,1442.60220182,V_01,pt,,,,Mozambique,Gurue,-15.43127183,36.90019741,56704.638817817
Homoine,,,,MZ030401,Homoine,,,,MZ0304,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,1037.3302523,V_01,pt,,,,Mozambique,Homoine,-23.98822021,35.1323922,28194.0110278204
Hucula,,,,MZ011401,Namuno,,,,MZ0114,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,761.68720821,V_01,pt,,,,Mozambique,Hucula,-13.8227604,39.00957056,5341.18580770493
Iapala,,,,MZ072302,Ribaue,,,,MZ0723,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,2622.56348111,V_01,pt,,,,Mozambique,Iapala,-14.95607036,37.955536,29574.0747170001
Ibo,,,,MZ010501,Ibo,,,,MZ0105,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,58.33220939,V_01,pt,,,,Mozambique,Ibo,-12.36675053,40.58163787,1886.02424621582
Ile,,,,MZ110701,Ile,,,,MZ1107,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,2070.59763716,V_01,pt,,,,Mozambique,Ile,-16.10927378,37.32245915,40550.9080619812
Ilha De Moçambique,,,,MZ070401,Ilha De Moçambique,,,,MZ0704,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,50.30792038,V_01,pt,,,,Mozambique,Ilha De Mocambique,-15.05459129,40.66978107,13934.8120045066
Ilha Josina Machel,,,,MZ050402,Manhiça,,,,MZ0504,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,192.46515407,V_01,pt,,,,Mozambique,Ilha Josina Machel,-25.18193065,32.96656209,1146.42682912946
