adm3_name,adm3_name1,adm3_name2,adm3_name3,adm3_pcode,adm2_name,adm2_name1,adm2_name2,adm2_name3,adm2_pcode,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,area_sqkm,cod_versio,lang,lang1,lang2,lang3,adm0_en,adm3_ref_n,center_lat,center_lon,total_pop_reprod
Pafuri,,,,MZ020301,Chicualacuala,,,,MZ0203,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,7060.85016048,V_01,pt,,,,Mozambique,Pafuri,-22.98335712,31.78236557,1154.79387317598
Palma,,,,MZ011602,Palma,,,,MZ0116,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,898.66302041,V_01,pt,,,,Mozambique,Palma,-10.77741209,40.31563615,14194.2237924337
Palmeira,,,,MZ050405,Manhiça,,,,MZ0504,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,566.28398686,V_01,pt,,,,Mozambique,Palmeira,-25.20298666,32.80964605,17047.8339311481
Panda,,,,MZ031202,Panda,,,,MZ0312,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,2775.01057351,V_01,pt,,,,Mozambique,Panda,-24.09832692,34.61020736,8381.21642632783
Panjane,,,,MZ050305,Magude,,,,MZ0503,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,662.95500933,V_01,pt,,,,Mozambique,Panjane,-24.8835037,32.40583992,182.195245198905
Papai,,,,MZ011406,Namuno,,,,MZ0114,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,922.53657256,V_01,pt,,,,Mozambique,Papai,-13.98760852,38.59045877,3490.86437612772
Pebane,,,,MZ112303,Pebane,,,,MZ1123,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,1470.81669491,V_01,pt,,,,Mozambique,Pebane,-16.89044228,38.06525771,28797.7991868854
Pembe,,,,MZ030402,Homoine,,,,MZ0304,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,879.62713675,V_01,pt,,,,Mozambique,Pembe,-23.77099763,34.94244665,2793.35921685398
Pessene,,,,MZ050702,Moamba,,,,MZ0507,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,546.3176937,V_01,pt,,,,Mozambique,Pessene,-25.70363373,32.37808642,9576.60447825491
Praia De Bilene,,,,MZ020105,Bilene,,,,MZ0201,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,291.13767971,V_01,pt,,,,Mozambique,Praia De Bilene,-25.28476126,33.22999434,11918.7355147153
Pundanhar,,,,MZ011603,Palma,,,,MZ0116,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,784.67171035,V_01,pt,,,,Mozambique,Pundanhar,-10.91958049,40.06103396,546.404737532139
Quinga,,,,MZ070702,Liúpo,,,,MZ0707,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,758.10106266,V_01,pt,,,,Mozambique,Quinga,-15.78510564,40.1870976,6838.53535985947
Quionga,,,,MZ011604,Palma,,,,MZ0116,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,606.91937544,V_01,pt,,,,Mozambique,Quionga,-10.58582895,40.37561573,1166.88374495506
Quirimba,,,,MZ010502,Ibo,,,,MZ0105,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,15.51979668,V_01,pt,,,,Mozambique,Quirimba,-12.43395269,40.60726209,538.147537946701
Quissanga,,,,MZ011803,Quissanga,,,,MZ0118,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,455.29837275,V_01,pt,,,,Mozambique,Quissanga,-12.39243057,40.33988157,3172.25221073628
Quissico,,,,MZ031401,Zavala,,,,MZ0314,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,1054.92948289,V_01,pt,,,,Mozambique,Quissico,-24.64088784,34.82368685,29563.3797633052
Quiterajo,,,,MZ010604,Macomia,,,,MZ0106,Cabo Delgado,,,,MZ01,Moçambique,,,,MZ,2019-06-07,,642.38004281,V_01,pt,,,,Mozambique,Quiterajo,-11.82439221,40.35070863,1529.79231488705
Quixaxe,,,,MZ071202,Mogincual,,,,MZ0712,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1435.47435674,V_01,pt,,,,Mozambique,Quixaxe,-15.30035687,40.02275223,7726.17770156264
Rapale,,,,MZ072204,Rapale,,,,MZ0722,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,712.90925732,V_01,pt,,,,Mozambique,Rapale,-14.97500238,39.17862084,17839.3471939862
Regone,,,,MZ112102,Namarroi,,,,MZ1121,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,1687.4463938,V_01,pt,,,,Mozambique,Regone,-15.75328965,36.72034601,11841.0602783263
Ressano Garcia,,,,MZ050703,Moamba,,,,MZ0507,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,185.77956256,V_01,pt,,,,Mozambique,Ressano Garcia,-25.53092272,32.05871254,6893.09892983735
Ribaue,,,,MZ072303,Ribaue,,,,MZ0723,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,2201.48957146,V_01,pt,,,,Mozambique,Ribaue,-14.89063886,38.37472396,34887.5305401087
Rotanda,,,,MZ041003,Sussundenga,,,,MZ0410,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,1694.95718156,V_01,pt,,,,Mozambique,Rotanda,-19.46160404,32.91226798,4545.40724843741
Sabie,,,,MZ050704,Moamba,,,,MZ0507,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,2379.70434363,V_01,pt,,,,Mozambique,Sabie,-25.1812385,32.21505797,2388.53879952431
Saua-Saua,,,,MZ072103,Nacaroa,,,,MZ0721,Nampula,,,,MZ07,Moçambique,,,,MZ,2019-06-07,,1095.05765356,V_01,pt,,,,Mozambique,Saua-Saua,-14.28549786,39.66762804,5878.83959774673
Save,,,,MZ030302,Govuro,,,,MZ0303,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,2284.99871413,V_01,pt,,,,Mozambique,Save,-21.38413423,34.49563113,1572.84096174687
Save,,,,MZ040602,Machaze,,,,MZ0406,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,5035.14135176,V_01,pt,,,,Mozambique,Save,-21.28161051,33.23253674,9722.21944478154
Sena,,,,MZ090203,Caia,,,,MZ0902,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,887.95390024,V_01,pt,,,,Mozambique,Sena,-17.52949526,34.95338166,9088.78816789389
Socone,,,,MZ110702,Ile,,,,MZ1107,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,862.89102875,V_01,pt,,,,Mozambique,Socone,-15.77339509,37.23958993,9636.20868112147
Sofala,,,,MZ090103,Buzi,,,,MZ0901,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,2333.4084121,V_01,pt,,,,Mozambique,Sofala,-20.28376372,34.53930133,6883.28046299517
Songo,,,,MZ100203,Cahora Bassa,,,,MZ1002,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,594.93199124,V_01,pt,,,,Mozambique,Songo,-15.6576145,32.75703498,23439.623393625
Subwe,,,,MZ091003,Maringue,,,,MZ0910,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,2242.10578288,V_01,pt,,,,Mozambique,Subwe,-18.16989286,34.55711879,8381.30518334359
Sussundenga,,,,MZ041004,Sussundenga,,,,MZ0410,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,1286.54181794,V_01,pt,,,,Mozambique,Sussundenga,-19.5013126,33.32981447,27779.256584391
Tacuane,,,,MZ111004,Lugela,,,,MZ1110,Zambezia,,,,MZ11,Moçambique,,,,MZ,2019-06-07,,1316.86192073,V_01,pt,,,,Mozambique,Tacuane,-16.38696045,36.49641292,4763.56587518752
Tica,,,,MZ091302,Nhamatanda,,,,MZ0913,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,1548.61973732,V_01,pt,,,,Mozambique,Tica,-19.3182141,34.40095808,23892.2564826608
Tome,,,,MZ030202,Funhalouro,,,,MZ0302,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,4824.36095073,V_01,pt,,,,Mozambique,Tome,-22.66495794,34.16862245,2402.55703692138
Tsangano,,,,MZ101402,Tsangano,,,,MZ1014,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,2293.66645291,V_01,pt,,,,Mozambique,Tsangano,-15.2632247,34.3161194,26310.4516924471
Ulongue,,,,MZ100102,Angonia,,,,MZ1001,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,1139.35551467,V_01,pt,,,,Mozambique,Ulongue,-14.67029243,34.3919429,76659.0607715845
Unango,,,,MZ081904,Sanga,,,,MZ0819,Niassa,,,,MZ08,Moçambique,,,,MZ,2019-06-07,,2025.00570163,V_01,pt,,,,Mozambique,Unango,-12.82329882,35.32080063,11431.4271386266
Urrene,,,,MZ031203,Panda,,,,MZ0312,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,1297.20804173,V_01,pt,,,,Mozambique,Urrene,-23.86107483,34.59098724,1221.34012283385
Vanduzi,,,,MZ041202,Vanduzi,,,,MZ0412,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,1852.62525328,V_01,pt,,,,Mozambique,Vanduzi,-18.89866234,33.25587434,21574.1381913424
Vanduzi,,,,MZ090803,Gorongosa,,,,MZ0908,Sofala,,,,MZ09,Moçambique,,,,MZ,2019-06-07,,1756.64826208,V_01,pt,,,,Mozambique,Vanduzi,-18.423248,34.39188464,4167.33744075894
Vila Eduardo Mondlane,,,,MZ020302,Chicualacuala,,,,MZ0203,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,4330.89902334,V_01,pt,,,,Mozambique,Vila Eduardo Mondlane,-22.21345706,31.94619144,6492.6101192832
Vilankulo,,,,MZ031302,Vilankulo,,,,MZ0313,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,1806.07239171,V_01,pt,,,,Mozambique,Vilankulo,-22.15852125,35.26260194,36057.5779923722
Xhalala,,,,MZ021105,Mandlakaze,,,,MZ0211,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,171.51286537,V_01,pt,,,,Mozambique,Xhalala,-24.62344805,33.90395022,1678.86364242435
Xilembene,,,,MZ020504,Chokwe,,,,MZ0205,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,441.47295344,V_01,pt,,,,Mozambique,Xilembene,-24.73909702,33.29825225,10488.3485717922
Xinavane,,,,MZ050406,Manhiça,,,,MZ0504,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,155.38368103,V_01,pt,,,,Mozambique,Xinavane,-25.04386663,32.80938581,7283.36977508664
Zambue,,,,MZ101502,Zumbu,,,,MZ1015,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,3766.39738296,V_01,pt,,,,Mozambique,Zambue,-15.08818905,30.59217199,2426.14789512754
Zandamela,,,,MZ031402,Zavala,,,,MZ0314,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,956.1972058,V_01,pt,,,,Mozambique,Zandamela,-24.66145575,34.49939583,11072.1663308591
Zembe,,,,MZ040502,Macate,,,,MZ0405,Manica,,,,MZ04,Moçambique,,,,MZ,2019-06-07,,346.58669023,V_01,pt,,,,Mozambique,Zembe,-19.2489417,33.36240569,4202.17197164893
Zimane,,,,MZ030802,Mabote,,,,MZ0308,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,5635.26056775,V_01,pt,,,,Mozambique,Zimane,-22.3002216,33.56686177,903.336777970195
Zinave,,,,MZ030803,Mabote,,,,MZ0308,Inhambane,,,,MZ03,Moçambique,,,,MZ,2019-06-07,,4762.33666607,V_01,pt,,,,Mozambique,Zinave,-21.6540364,33.69196587,1314.91798250005
Zitundo,,,,MZ050605,Matutuine,,,,MZ0506,Maputo,,,,MZ05,Moçambique,,,,MZ,2019-06-07,,864.71420408,V_01,pt,,,,Mozambique,Zitundo,-26.75659417,32.69568566,4875.76096734405
Zobue,,,,MZ101203,Moatize,,,,MZ1012,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,2744.0551186,V_01,pt,,,,Mozambique,Zobue,-15.64200711,34.11840647,14843.2423938066
Zongoene,,,,MZ020903,Limpopo,,,,MZ0209,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,555.52338998,V_01,pt,,,,Mozambique,Zongoene,-25.14909604,33.49949193,4049.80085101724
Zulo,,,,MZ021403,Massingir,,,,MZ0214,Gaza,,,,MZ02,Moçambique,,,,MZ,2019-06-07,,936.54528997,V_01,pt,,,,Mozambique,Zulo,-24.0778952,32.45717785,503.788745880127
Zumbu,,,,MZ101503,Zumbu,,,,MZ1015,Tete,,,,MZ10,Moçambique,,,,MZ,2019-06-07,,4908.6283491,V_01,pt,,,,Mozambique,Zumbu,-15.48974822,30.96805295,15071.8404144347
